StateID,StateName,PlanID,AreaCode,InternationalPlan,VoiceMailPlan,NumberVMailMessages,DayUsageID,TotalDayMinutes,TotalDayCalls,TotalDayCharge,EveUsageID,TotalEveMinutes,TotalEveCalls,TotalEveCharge,NightUsageID,TotalNightMinutes,TotalNightCalls,TotalNightCharge,IntlUsageID,TotalIntlMinutes,TotalIntlCalls,TotalIntlCharge,CustomerServiceCalls,ChurnStatus
1381,MN,1381,510,No,No,0,1381,226.7,94,38.54,1381,168.4,129,14.31,1381,188.7,117,8.49,1381,10.2,1,2.75,0,False
1382,DC,1382,408,No,No,0,1382,179.3,147,30.48,1382,208.9,89,17.76,1382,248.2,98,11.17,1382,13.5,6,3.65,1,True
1383,MT,1383,510,No,Yes,23,1383,175.7,82,29.87,1383,258.9,136,22.01,1383,268.4,154,12.08,1383,14.1,7,3.81,1,False
1384,WV,1384,415,No,No,0,1384,157.4,107,26.76,1384,167.8,112,14.26,1384,188.8,102,8.5,1384,8.8,3,2.38,3,False
1385,ME,1385,510,No,No,0,1385,113.1,74,19.23,1385,168.8,95,14.35,1385,262.9,126,11.83,1385,6.9,2,1.86,1,True
1386,WY,1386,415,No,No,0,1386,182.7,142,31.06,1386,246.5,63,20.95,1386,218.0,103,9.81,1386,8.8,2,2.38,1,False
1387,NY,1387,415,Yes,No,0,1387,161.3,83,27.42,1387,124.4,83,10.57,1387,262.0,98,11.79,1387,14.1,3,3.81,0,True
1388,VT,1388,415,No,No,0,1388,142.5,92,24.23,1388,208.3,102,17.71,1388,228.9,120,10.3,1388,7.5,2,2.03,2,False
1389,NC,1389,415,Yes,No,0,1389,190.5,108,32.39,1389,259.7,108,22.07,1389,141.5,111,6.37,1389,9.7,2,2.62,2,True
1390,MO,1390,408,Yes,Yes,15,1390,159.3,110,27.08,1390,170.6,120,14.5,1390,141.2,82,6.35,1390,11.9,5,3.21,1,False
1391,NC,1391,408,Yes,Yes,39,1391,153.8,106,26.15,1391,123.3,111,10.48,1391,117.8,103,5.3,1391,9.2,6,2.48,1,False
1392,NJ,1392,408,Yes,No,0,1392,180.7,127,30.72,1392,174.6,94,14.84,1392,165.3,114,7.44,1392,12.0,6,3.24,2,False
1393,OH,1393,408,No,No,0,1393,202.7,105,34.46,1393,224.9,90,19.12,1393,253.9,108,11.43,1393,12.1,7,3.27,0,False
1394,TX,1394,415,No,Yes,35,1394,190.8,100,32.44,1394,261.3,93,22.21,1394,209.5,108,9.43,1394,8.9,6,2.4,0,False
1395,WA,1395,415,No,No,0,1395,205.1,102,34.87,1395,232.7,109,19.78,1395,259.9,95,11.7,1395,9.2,6,2.48,2,False
1396,TN,1396,415,No,Yes,28,1396,235.6,124,40.05,1396,236.8,113,20.13,1396,241.2,127,10.85,1396,7.7,2,2.08,1,False
1397,HI,1397,510,No,No,0,1397,189.3,77,32.18,1397,155.9,128,13.25,1397,186.0,83,8.37,1397,7.4,3,2.0,0,False
1398,WY,1398,408,No,Yes,42,1398,166.9,101,28.37,1398,273.2,84,23.22,1398,171.0,106,7.69,1398,11.5,1,3.11,1,False
1399,CT,1399,415,No,No,0,1399,245.2,87,41.68,1399,254.1,83,21.6,1399,239.4,91,10.77,1399,7.5,4,2.03,0,True
1400,NM,1400,415,No,No,0,1400,132.6,125,22.54,1400,221.1,67,18.79,1400,127.9,101,5.76,1400,12.7,2,3.43,4,True
1401,AL,1401,510,No,Yes,14,1401,192.3,86,32.69,1401,88.7,90,7.54,1401,229.4,120,10.32,1401,10.5,3,2.84,2,False
1402,MN,1402,510,Yes,No,0,1402,122.0,110,20.74,1402,220.2,100,18.72,1402,179.7,124,8.09,1402,10.8,2,2.92,2,True
1403,NC,1403,408,No,No,0,1403,193.0,101,32.81,1403,250.0,81,21.25,1403,133.3,79,6.0,1403,9.6,2,2.59,2,False
1404,OH,1404,415,No,No,0,1404,158.6,112,26.96,1404,220.0,114,18.7,1404,252.9,106,11.38,1404,9.1,3,2.46,0,False
1405,CO,1405,510,No,No,0,1405,153.6,92,26.11,1405,205.5,88,17.47,1405,114.5,89,5.15,1405,12.5,10,3.38,1,False
1406,ND,1406,415,Yes,Yes,40,1406,221.6,79,37.67,1406,157.1,74,13.35,1406,222.4,124,10.01,1406,11.5,3,3.11,1,False
1407,NY,1407,415,No,No,0,1407,244.7,81,41.6,1407,168.0,117,14.28,1407,281.5,87,12.67,1407,6.6,1,1.78,1,False
1408,WI,1408,408,No,Yes,24,1408,239.8,103,40.77,1408,285.9,65,24.3,1408,256.7,106,11.55,1408,9.5,4,2.57,0,False
1409,OR,1409,415,No,No,0,1409,242.5,83,41.23,1409,245.4,97,20.86,1409,219.6,80,9.88,1409,10.0,3,2.7,3,True
1410,CO,1410,510,No,Yes,39,1410,117.6,82,19.99,1410,159.2,60,13.53,1410,236.4,113,10.64,1410,11.3,10,3.05,2,False
1411,PA,1411,510,No,No,0,1411,218.2,76,37.09,1411,169.3,60,14.39,1411,141.1,99,6.35,1411,8.0,1,2.16,1,False
1412,IL,1412,415,No,Yes,29,1412,144.6,97,24.58,1412,140.0,102,11.9,1412,165.4,148,7.44,1412,10.9,3,2.94,1,False
1413,DE,1413,415,Yes,No,0,1413,153.6,108,26.11,1413,232.9,85,19.8,1413,214.2,92,9.64,1413,14.1,4,3.81,0,True
1414,MO,1414,510,No,Yes,29,1414,135.8,104,23.09,1414,222.5,101,18.91,1414,235.6,92,10.6,1414,7.9,6,2.13,2,False
1415,OH,1415,408,No,Yes,31,1415,202.5,91,34.43,1415,241.4,108,20.52,1415,169.6,77,7.63,1415,7.8,2,2.11,1,False
1416,WI,1416,510,No,Yes,34,1416,152.2,119,25.87,1416,227.1,91,19.3,1416,195.7,103,8.81,1416,12.3,5,3.32,1,False
1417,OH,1417,510,No,No,0,1417,138.9,111,23.61,1417,211.6,102,17.99,1417,179.5,91,8.08,1417,10.8,3,2.92,1,False
1418,TN,1418,408,No,No,0,1418,127.0,102,21.59,1418,206.9,107,17.59,1418,231.7,99,10.43,1418,6.1,6,1.65,0,False
1419,SD,1419,415,No,No,0,1419,168.6,87,28.66,1419,259.2,105,22.03,1419,279.8,123,12.59,1419,7.3,4,1.97,1,False
1420,NY,1420,415,No,No,0,1420,286.6,73,48.72,1420,223.2,108,18.97,1420,203.7,107,9.17,1420,11.5,5,3.11,1,True
1421,GA,1421,415,No,Yes,29,1421,164.6,121,27.98,1421,262.8,108,22.34,1421,123.8,131,5.57,1421,15.2,4,4.1,1,False
1422,TX,1422,415,No,No,0,1422,144.0,90,24.48,1422,135.8,91,11.54,1422,212.4,129,9.56,1422,13.0,4,3.51,1,False
1423,WV,1423,415,No,Yes,47,1423,141.6,95,24.07,1423,207.9,130,17.67,1423,203.6,95,9.16,1423,10.2,11,2.75,0,False
1424,MI,1424,415,No,No,0,1424,204.3,65,34.73,1424,247.3,123,21.02,1424,214.7,94,9.66,1424,12.0,4,3.24,1,False
1425,ND,1425,510,No,No,0,1425,163.2,80,27.74,1425,167.6,90,14.25,1425,87.5,90,3.94,1425,6.2,10,1.67,1,False
1426,SD,1426,415,No,No,0,1426,176.1,103,29.94,1426,199.7,130,16.97,1426,263.9,96,11.88,1426,8.5,6,2.3,2,False
1427,NJ,1427,415,No,Yes,36,1427,254.2,78,43.21,1427,228.1,105,19.39,1427,98.0,125,4.41,1427,13.8,7,3.73,5,False
1428,AK,1428,510,No,No,0,1428,174.9,105,29.73,1428,262.0,75,22.27,1428,210.0,93,9.45,1428,8.5,5,2.3,1,False
1429,CT,1429,415,Yes,No,0,1429,187.3,118,31.84,1429,160.7,111,13.66,1429,263.8,112,11.87,1429,9.6,2,2.59,0,True
1430,CO,1430,415,No,No,0,1430,211.8,84,36.01,1430,230.9,137,19.63,1430,217.1,99,9.77,1430,10.7,9,2.89,3,False
1431,MD,1431,415,No,No,0,1431,241.9,102,41.12,1431,126.9,117,10.79,1431,185.6,92,8.35,1431,11.7,6,3.16,0,False
1432,MN,1432,408,No,No,0,1432,161.6,104,27.47,1432,196.3,119,16.69,1432,294.8,111,13.27,1432,13.8,2,3.73,1,False
1433,KY,1433,415,No,No,0,1433,194.0,103,32.98,1433,241.0,116,20.49,1433,227.5,153,10.24,1433,11.9,5,3.21,0,False
1434,NH,1434,510,No,No,0,1434,109.7,148,18.65,1434,223.8,87,19.02,1434,240.3,96,10.81,1434,15.4,8,4.16,3,False
1435,CO,1435,408,Yes,No,0,1435,277.0,119,47.09,1435,238.3,106,20.26,1435,94.4,96,4.25,1435,8.3,3,2.24,1,False
1436,KY,1436,408,No,No,0,1436,192.1,83,32.66,1436,163.6,88,13.91,1436,169.7,138,7.64,1436,6.1,3,1.65,0,False
1437,KY,1437,415,No,No,0,1437,198.4,147,33.73,1437,216.9,121,18.44,1437,112.8,125,5.08,1437,13.1,4,3.54,0,False
1438,OR,1438,415,No,No,0,1438,184.8,98,31.42,1438,216.4,125,18.39,1438,141.1,116,6.35,1438,18.4,3,4.97,2,False
1439,SD,1439,408,No,No,0,1439,167.8,119,28.53,1439,142.0,123,12.07,1439,190.7,128,8.58,1439,7.3,4,1.97,2,False
1440,DE,1440,408,No,No,0,1440,139.2,140,23.66,1440,191.4,113,16.27,1440,286.5,125,12.89,1440,11.8,3,3.19,3,False
1441,NE,1441,510,No,No,0,1441,121.6,84,20.67,1441,165.3,115,14.05,1441,243.9,95,10.98,1441,8.9,2,2.4,1,False
1442,OH,1442,408,No,Yes,39,1442,270.4,99,45.97,1442,245.1,110,20.83,1442,108.9,113,4.9,1442,15.4,7,4.16,1,False
1443,AR,1443,415,No,Yes,23,1443,253.0,78,43.01,1443,138.9,121,11.81,1443,277.8,104,12.5,1443,11.8,3,3.19,2,False
1444,WI,1444,408,No,No,0,1444,200.6,106,34.1,1444,152.5,127,12.96,1444,199.4,128,8.97,1444,7.7,2,2.08,3,False
1445,OR,1445,415,No,No,0,1445,167.6,96,28.49,1445,176.0,89,14.96,1445,250.9,113,11.29,1445,13.4,6,3.62,2,False
1446,VA,1446,408,No,No,0,1446,156.5,67,26.61,1446,204.3,103,17.37,1446,141.9,72,6.39,1446,9.9,2,2.67,2,False
1447,AR,1447,415,No,Yes,25,1447,215.1,140,36.57,1447,197.4,69,16.78,1447,162.1,117,7.29,1447,10.6,10,2.86,1,False
1448,CT,1448,408,No,No,0,1448,301.7,82,51.29,1448,167.1,118,14.2,1448,72.2,89,3.25,1448,10.5,6,2.84,1,False
1449,OH,1449,415,No,Yes,42,1449,152.3,90,25.89,1449,267.5,102,22.74,1449,266.9,130,12.01,1449,11.3,5,3.05,7,False
1450,WY,1450,510,No,No,0,1450,195.4,116,33.22,1450,212.1,101,18.03,1450,138.4,134,6.23,1450,15.1,11,4.08,1,False
1451,IL,1451,408,No,No,0,1451,208.7,97,35.48,1451,275.5,83,23.42,1451,182.5,122,8.21,1451,8.0,3,2.16,2,False
1452,MO,1452,415,No,Yes,29,1452,190.1,87,32.32,1452,223.2,123,18.97,1452,256.2,130,11.53,1452,14.2,6,3.83,0,False
1453,MA,1453,415,No,Yes,17,1453,183.2,95,31.14,1453,252.8,125,21.49,1453,156.7,95,7.05,1453,9.7,3,2.62,0,False
1454,NH,1454,510,Yes,No,0,1454,54.2,100,9.21,1454,303.2,84,25.77,1454,171.8,84,7.73,1454,8.6,2,2.32,1,True
1455,IA,1455,408,No,Yes,26,1455,208.0,115,35.36,1455,185.0,113,15.73,1455,177.7,144,8.0,1455,8.1,9,2.19,1,False
1456,AL,1456,415,No,No,0,1456,230.3,110,39.15,1456,77.9,87,6.62,1456,247.1,105,11.12,1456,13.2,4,3.56,1,False
1457,WV,1457,510,No,Yes,21,1457,195.7,119,33.27,1457,106.2,95,9.03,1457,157.4,94,7.08,1457,5.3,3,1.43,2,False
1458,NV,1458,408,No,No,0,1458,166.1,93,28.24,1458,175.9,106,14.95,1458,243.5,55,10.96,1458,16.2,3,4.37,2,False
1459,SC,1459,510,No,Yes,28,1459,135.9,117,23.1,1459,244.5,102,20.78,1459,207.5,74,9.34,1459,11.5,3,3.11,4,True
1460,NC,1460,415,Yes,No,0,1460,189.1,122,32.15,1460,223.2,92,18.97,1460,269.0,116,12.11,1460,13.9,3,3.75,2,True
1461,NH,1461,510,No,Yes,43,1461,177.9,117,30.24,1461,175.1,70,14.88,1461,161.3,117,7.26,1461,11.5,4,3.11,1,False
1462,WY,1462,408,No,Yes,39,1462,143.9,73,24.46,1462,210.3,117,17.88,1462,129.2,117,5.81,1462,12.5,8,3.38,2,False
1463,FL,1463,510,Yes,No,0,1463,148.2,138,25.19,1463,159.6,123,13.57,1463,197.4,62,8.88,1463,8.6,3,2.32,2,False
1464,PA,1464,408,No,No,0,1464,287.1,115,48.81,1464,159.3,99,13.54,1464,216.8,86,9.76,1464,13.9,1,3.75,2,True
1465,MO,1465,510,No,No,0,1465,165.8,96,28.19,1465,190.0,141,16.15,1465,144.0,116,6.48,1465,10.9,3,2.94,5,True
1466,KS,1466,510,No,Yes,25,1466,144.1,144,24.5,1466,167.6,105,14.25,1466,240.0,107,10.8,1466,14.5,3,3.92,1,False
1467,KY,1467,415,No,No,0,1467,172.5,85,29.33,1467,253.1,71,21.51,1467,221.6,113,9.97,1467,5.9,6,1.59,0,False
1468,DE,1468,415,No,No,0,1468,199.8,138,33.97,1468,167.1,91,14.2,1468,271.8,94,12.23,1468,5.5,4,1.49,1,False
1469,WI,1469,510,No,No,0,1469,109.1,134,18.55,1469,142.3,76,12.1,1469,91.2,86,4.1,1469,10.9,5,2.94,2,False
1470,CO,1470,408,No,No,0,1470,171.8,106,29.21,1470,301.7,44,25.64,1470,139.4,108,6.27,1470,9.7,5,2.62,1,False
1471,NM,1471,415,No,No,0,1471,222.3,101,37.79,1471,286.0,111,24.31,1471,249.4,117,11.22,1471,12.1,4,3.27,1,True
1472,DE,1472,510,No,No,0,1472,245.8,102,41.79,1472,264.7,90,22.5,1472,111.7,103,5.03,1472,11.2,7,3.02,0,False
1473,IL,1473,510,No,No,0,1473,164.6,110,27.98,1473,270.6,103,23.0,1473,230.4,109,10.37,1473,8.0,3,2.16,0,False
1474,WA,1474,408,No,No,0,1474,211.7,107,35.99,1474,271.7,77,23.09,1474,203.3,108,9.15,1474,7.4,7,2.0,0,False
1475,MA,1475,408,Yes,Yes,16,1475,147.2,103,25.02,1475,160.1,96,13.61,1475,184.0,120,8.28,1475,7.7,2,2.08,0,True
1476,OH,1476,408,Yes,No,0,1476,254.7,103,43.3,1476,252.2,80,21.44,1476,178.1,103,8.01,1476,8.0,3,2.16,0,True
1477,TN,1477,408,Yes,No,0,1477,170.1,113,28.92,1477,271.8,94,23.1,1477,110.7,78,4.98,1477,8.7,4,2.35,1,False
1478,MA,1478,510,No,No,0,1478,195.1,91,33.17,1478,261.5,57,22.23,1478,203.8,90,9.17,1478,11.4,5,3.08,0,False
1479,MI,1479,408,No,No,0,1479,149.3,83,25.38,1479,187.1,130,15.9,1479,149.8,100,6.74,1479,7.9,4,2.13,7,True
1480,NH,1480,408,Yes,Yes,25,1480,191.1,109,32.49,1480,149.6,120,12.72,1480,227.8,60,10.25,1480,9.8,3,2.65,0,False
1481,MD,1481,408,No,No,0,1481,206.9,115,35.17,1481,224.4,86,19.07,1481,197.4,60,8.88,1481,8.3,2,2.24,3,False
1482,MS,1482,408,No,No,0,1482,239.0,156,40.63,1482,273.0,106,23.21,1482,278.2,93,12.52,1482,13.5,8,3.65,1,True
1483,AZ,1483,415,No,No,0,1483,179.3,97,30.48,1483,252.7,126,21.48,1483,227.5,114,10.24,1483,8.0,5,2.16,0,False
1484,IN,1484,408,No,No,0,1484,185.3,91,31.5,1484,219.1,88,18.62,1484,243.6,107,10.96,1484,5.5,5,1.49,0,False
1485,NY,1485,510,Yes,No,0,1485,141.4,80,24.04,1485,123.9,76,10.53,1485,323.5,88,14.56,1485,8.1,3,2.19,2,False
1486,WV,1486,510,No,No,0,1486,152.5,131,25.93,1486,252.4,107,21.45,1486,185.4,104,8.34,1486,4.9,3,1.32,2,False
1487,NY,1487,415,No,No,0,1487,145.6,102,24.75,1487,230.9,87,19.63,1487,181.5,86,8.17,1487,11.4,7,3.08,1,False
1488,OK,1488,415,No,No,0,1488,164.2,116,27.91,1488,196.2,153,16.68,1488,236.1,119,10.62,1488,8.1,1,2.19,1,False
1489,NC,1489,408,Yes,No,0,1489,221.0,115,37.57,1489,165.4,97,14.06,1489,235.4,117,10.59,1489,9.7,4,2.62,1,False
1490,KY,1490,415,No,No,0,1490,295.4,126,50.22,1490,232.1,117,19.73,1490,204.4,123,9.2,1490,11.5,2,3.11,1,True
1491,TX,1491,510,No,No,0,1491,139.8,98,23.77,1491,174.9,143,14.87,1491,201.6,135,9.07,1491,9.4,7,2.54,2,False
1492,CT,1492,415,No,No,0,1492,162.3,99,27.59,1492,149.1,78,12.67,1492,255.5,115,11.5,1492,14.8,1,4.0,4,True
1493,NE,1493,415,No,No,0,1493,272.7,97,46.36,1493,236.4,95,20.09,1493,235.5,105,10.6,1493,7.7,2,2.08,0,True
1494,HI,1494,408,Yes,Yes,33,1494,200.3,75,34.05,1494,226.6,67,19.26,1494,198.8,91,8.95,1494,12.9,3,3.48,2,False
1495,AK,1495,510,Yes,Yes,12,1495,135.8,60,23.09,1495,200.6,134,17.05,1495,192.4,98,8.66,1495,12.3,7,3.32,2,False
1496,SD,1496,408,No,No,0,1496,236.7,110,40.24,1496,231.9,92,19.71,1496,164.7,85,7.41,1496,12.7,6,3.43,1,False
1497,ID,1497,510,No,No,0,1497,111.4,133,18.94,1497,175.0,66,14.88,1497,217.2,106,9.77,1497,5.5,6,1.49,3,False
1498,OK,1498,510,Yes,Yes,28,1498,156.1,89,26.54,1498,107.1,114,9.1,1498,167.7,95,7.55,1498,14.7,3,3.97,0,True
1499,WA,1499,408,No,No,0,1499,191.1,93,32.49,1499,282.8,56,24.04,1499,84.8,118,3.82,1499,12.0,4,3.24,2,False
1500,VA,1500,415,No,No,0,1500,205.4,101,34.92,1500,134.9,77,11.47,1500,310.5,83,13.97,1500,10.3,2,2.78,3,False
1501,WI,1501,415,Yes,No,0,1501,225.2,111,38.28,1501,184.9,98,15.72,1501,143.2,146,6.44,1501,9.9,1,2.67,0,True
1502,IN,1502,510,No,No,0,1502,249.9,127,42.48,1502,254.5,118,21.63,1502,273.2,98,12.29,1502,8.9,6,2.4,2,True
1503,NM,1503,408,No,No,0,1503,131.6,89,22.37,1503,137.0,109,11.65,1503,256.3,107,11.53,1503,10.2,5,2.75,3,False
1504,VT,1504,415,No,No,0,1504,275.8,103,46.89,1504,189.5,108,16.11,1504,223.9,93,10.08,1504,7.4,5,2.0,2,True
1505,AZ,1505,415,No,Yes,40,1505,142.9,105,24.29,1505,88.6,61,7.53,1505,290.0,96,13.05,1505,10.8,6,2.92,1,False
1506,VT,1506,510,No,No,0,1506,207.2,113,35.22,1506,256.0,80,21.76,1506,211.0,87,9.49,1506,9.9,1,2.67,1,False
1507,MO,1507,408,No,No,0,1507,206.2,100,35.05,1507,211.2,118,17.95,1507,196.2,122,8.83,1507,10.2,6,2.75,1,False
1508,NJ,1508,510,Yes,Yes,38,1508,225.7,117,38.37,1508,119.6,122,10.17,1508,193.2,125,8.69,1508,14.0,7,3.78,1,True
1509,WA,1509,408,No,Yes,33,1509,167.8,91,28.53,1509,205.3,91,17.45,1509,130.0,132,5.85,1509,14.5,4,3.92,4,True
1510,NY,1510,415,No,No,0,1510,197.7,118,33.61,1510,152.2,96,12.94,1510,221.0,93,9.95,1510,7.0,3,1.89,2,False
1511,DC,1511,415,No,Yes,39,1511,169.8,105,28.87,1511,65.2,116,5.54,1511,144.4,92,6.5,1511,10.9,4,2.94,1,False
1512,NE,1512,408,No,Yes,28,1512,190.6,104,32.4,1512,237.3,105,20.17,1512,211.6,116,9.52,1512,9.8,1,2.65,2,False
1513,MA,1513,408,No,Yes,45,1513,80.3,140,13.65,1513,153.3,101,13.03,1513,309.2,123,13.91,1513,12.8,3,3.46,2,False
1514,NM,1514,415,No,No,0,1514,69.1,114,11.75,1514,230.3,109,19.58,1514,256.7,96,11.55,1514,6.5,4,1.76,0,False
1515,CO,1515,408,No,No,0,1515,188.8,60,32.1,1515,217.4,64,18.48,1515,220.1,100,9.9,1515,8.2,7,2.21,4,False
1516,NH,1516,408,No,No,0,1516,150.6,125,25.6,1516,169.1,126,14.37,1516,221.2,104,9.95,1516,10.4,8,2.81,8,True
1517,IL,1517,510,No,No,0,1517,192.0,89,32.64,1517,139.5,88,11.86,1517,187.4,102,8.43,1517,5.5,4,1.49,2,False
1518,UT,1518,408,No,Yes,25,1518,163.7,78,27.83,1518,113.2,112,9.62,1518,134.1,118,6.03,1518,9.9,3,2.67,3,False
1519,WV,1519,415,No,No,0,1519,211.7,100,35.99,1519,198.7,101,16.89,1519,301.7,136,13.58,1519,6.5,9,1.76,1,False
1520,NJ,1520,415,No,No,0,1520,175.5,103,29.84,1520,132.3,120,11.25,1520,242.9,96,10.93,1520,11.8,3,3.19,1,False
1521,NM,1521,510,No,No,0,1521,150.1,120,25.52,1521,200.1,85,17.01,1521,266.7,105,12.0,1521,11.0,3,2.97,2,False
1522,NM,1522,415,No,No,0,1522,215.5,102,36.64,1522,190.7,95,16.21,1522,214.5,106,9.65,1522,8.6,6,2.32,1,False
1523,DE,1523,415,No,No,0,1523,101.7,105,17.29,1523,202.8,99,17.24,1523,136.2,119,6.13,1523,9.4,6,2.54,3,False
1524,GA,1524,415,No,No,0,1524,258.4,132,43.93,1524,126.8,119,10.78,1524,182.4,87,8.21,1524,9.7,8,2.62,4,False
1525,HI,1525,408,No,No,0,1525,242.4,126,41.21,1525,152.9,115,13.0,1525,318.3,115,14.32,1525,11.8,6,3.19,1,False
1526,NJ,1526,415,No,No,0,1526,190.2,102,32.33,1526,197.7,141,16.8,1526,247.5,102,11.14,1526,9.8,6,2.65,2,False
1527,ME,1527,408,No,No,0,1527,154.1,104,26.2,1527,204.2,112,17.36,1527,196.2,92,8.83,1527,9.8,4,2.65,2,False
1528,OK,1528,510,No,No,0,1528,188.0,127,31.96,1528,90.5,118,7.69,1528,150.3,64,6.76,1528,15.3,3,4.13,3,False
1529,TN,1529,510,No,No,0,1529,103.1,70,17.53,1529,275.0,129,23.38,1529,141.1,92,6.35,1529,11.2,5,3.02,1,False
1530,WY,1530,415,No,No,0,1530,175.4,130,29.82,1530,159.5,130,13.56,1530,260.6,96,11.73,1530,11.6,4,3.13,0,False
1531,NY,1531,415,No,No,0,1531,145.4,93,24.72,1531,209.1,98,17.77,1531,214.0,96,9.63,1531,10.9,1,2.94,1,False
1532,RI,1532,415,No,No,0,1532,161.5,123,27.46,1532,214.2,81,18.21,1532,315.0,106,14.18,1532,8.6,5,2.32,1,False
1533,PA,1533,408,No,No,0,1533,260.1,101,44.22,1533,256.5,68,21.8,1533,229.1,89,10.31,1533,10.0,2,2.7,1,True
1534,MD,1534,415,Yes,Yes,42,1534,130.1,90,22.12,1534,167.0,128,14.2,1534,244.7,80,11.01,1534,13.6,5,3.67,3,True
1535,VA,1535,415,No,No,0,1535,102.0,118,17.34,1535,113.3,134,9.63,1535,188.6,105,8.49,1535,11.4,3,3.08,2,False
1536,IN,1536,415,No,Yes,33,1536,218.7,104,37.18,1536,155.0,144,13.18,1536,99.0,117,4.46,1536,12.1,4,3.27,1,False
1537,OR,1537,408,No,Yes,30,1537,128.5,86,21.85,1537,188.4,91,16.01,1537,254.4,85,11.45,1537,6.8,6,1.84,1,False
1538,AZ,1538,510,No,No,0,1538,128.7,100,21.88,1538,227.1,67,19.3,1538,178.1,135,8.01,1538,9.2,4,2.48,2,True
1539,WI,1539,415,No,No,0,1539,172.2,92,29.27,1539,162.6,76,13.82,1539,250.3,101,11.26,1539,8.7,4,2.35,1,False
1540,VA,1540,408,No,No,0,1540,199.2,124,33.86,1540,126.0,86,10.71,1540,289.2,135,13.01,1540,7.6,3,2.05,1,False
1541,MO,1541,415,No,No,0,1541,184.5,98,31.37,1541,200.5,93,17.04,1541,279.2,91,12.56,1541,8.8,3,2.38,2,False
1542,NV,1542,510,No,No,0,1542,168.6,99,28.66,1542,175.6,107,14.93,1542,243.3,92,10.95,1542,10.9,7,2.94,0,False
1543,HI,1543,415,No,Yes,30,1543,174.0,118,29.58,1543,205.3,81,17.45,1543,218.2,90,9.82,1543,6.7,3,1.81,1,False
1544,WA,1544,415,No,No,0,1544,230.4,65,39.17,1544,257.4,80,21.88,1544,107.3,88,4.83,1544,8.5,3,2.3,1,False
1545,IL,1545,408,No,No,0,1545,198.2,73,33.69,1545,202.8,115,17.24,1545,146.4,73,6.59,1545,5.1,5,1.38,1,False
1546,IL,1546,510,No,No,0,1546,186.1,96,31.64,1546,211.6,100,17.99,1546,230.6,100,10.38,1546,8.0,4,2.16,0,False
1547,LA,1547,415,No,No,0,1547,148.5,105,25.25,1547,243.0,106,20.66,1547,255.2,114,11.48,1547,6.8,2,1.84,1,False
1548,WI,1548,415,No,No,0,1548,157.1,109,26.71,1548,268.8,83,22.85,1548,181.5,91,8.17,1548,10.0,8,2.7,0,False
1549,TX,1549,415,No,No,0,1549,155.0,110,26.35,1549,133.4,104,11.34,1549,176.1,84,7.92,1549,7.0,4,1.89,4,True
1550,NC,1550,415,No,No,0,1550,188.5,77,32.05,1550,182.0,123,15.47,1550,218.2,127,9.82,1550,6.1,6,1.65,1,False
1551,WA,1551,408,No,No,0,1551,208.8,120,35.5,1551,225.3,100,19.15,1551,221.6,130,9.97,1551,11.1,5,3.0,0,False
1552,MS,1552,510,No,Yes,30,1552,198.9,87,33.81,1552,207.0,90,17.6,1552,159.8,76,7.19,1552,12.6,4,3.4,3,False
1553,KY,1553,408,No,No,0,1553,212.8,79,36.18,1553,204.1,91,17.35,1553,156.2,113,7.03,1553,10.2,2,2.75,1,False
1554,RI,1554,510,No,No,0,1554,137.4,126,23.36,1554,120.0,94,10.2,1554,130.3,64,5.86,1554,12.4,2,3.35,3,False
1555,NY,1555,510,No,Yes,31,1555,191.8,75,32.61,1555,267.8,135,22.76,1555,200.5,62,9.02,1555,12.8,3,3.46,2,False
1556,TX,1556,510,No,No,0,1556,149.0,92,25.33,1556,49.2,78,4.18,1556,163.3,93,7.35,1556,13.9,11,3.75,0,False
1557,DE,1557,408,No,No,0,1557,117.1,118,19.91,1557,249.6,90,21.22,1557,162.2,84,7.3,1557,11.1,4,3.0,3,False
1558,NM,1558,415,No,No,0,1558,108.0,79,18.36,1558,241.9,152,20.56,1558,252.1,92,11.34,1558,10.4,3,2.81,3,False
1559,RI,1559,415,No,No,0,1559,112.8,133,19.18,1559,199.4,116,16.95,1559,142.7,105,6.42,1559,10.1,5,2.73,0,False
1560,MS,1560,510,No,No,0,1560,175.9,105,29.9,1560,188.3,88,16.01,1560,188.3,98,8.47,1560,11.0,6,2.97,1,False
1561,NY,1561,510,No,No,0,1561,236.6,109,40.22,1561,169.9,107,14.44,1561,212.3,118,9.55,1561,11.1,2,3.0,1,True
1562,WI,1562,415,No,No,0,1562,129.6,79,22.03,1562,246.2,99,20.93,1562,172.1,124,7.74,1562,9.4,10,2.54,3,False
1563,SD,1563,510,No,Yes,20,1563,133.3,63,22.66,1563,184.1,123,15.65,1563,272.9,107,12.28,1563,13.5,2,3.65,1,False
1564,VA,1564,510,No,No,0,1564,167.8,121,28.53,1564,212.9,123,18.1,1564,208.2,73,9.37,1564,13.0,3,3.51,5,False
1565,CO,1565,510,No,Yes,21,1565,283.2,110,48.14,1565,239.7,108,20.37,1565,149.5,80,6.73,1565,6.3,1,1.7,5,False
1566,WA,1566,408,No,No,0,1566,141.2,132,24.0,1566,149.1,90,12.67,1566,171.4,72,7.71,1566,7.0,2,1.89,2,False
